text,language
Il ristorante era molto costoso.,Italian
O restaurante era muito caro.,Portuguese
Ресторан был очень дорогим.,Russian
餐厅非常贵。,Chinese
レストランはとても高かったです。,Japanese
Restoran itu sangat mahal.,Indonesian
रेस्टोरेंट बहुत महंगा था.,Hindi
রেস্তোরাঁটি ছিল খুবই ব্যয়বহুল।,Bengali
I need to buy a birthday present.,English
Necesito comprar un regalo de cumpleaños.,Spanish
Je dois acheter un cadeau d'anniversaire.,French
أحتاج لشراء هدية عيد ميلاد.,Arabic
Πρέπει να αγοράσω ένα δώρο γενεθλίων.,Greek
Ich muss ein Geburtstagsgeschenk kaufen.,German
Devo comprare un regalo di compleanno.,Italian
Preciso comprar um presente de aniversário.,Portuguese
Мне нужно купить подарок на день рождения.,Russian
我需要买一份生日礼物。,Chinese
誕生日プレゼントを買わなければなりません。,Japanese
Saya perlu membeli hadiah ulang tahun.,Indonesian
मुझे जन्मदिन का उपहार खरीदना है.,Hindi
আমার জন্মদিনের উপহার কিনতে হবে।,Bengali
The dog is barking at the mailman.,English
El perro le ladra al cartero.,Spanish
Le chien aboie après le facteur.,French
الكلب ينبح على ساعي البريد.,Arabic
Ο σκύλος γαβγίζει στον ταχυδρόμο.,Greek
Der Hund bellt den Postboten an.,German
Il cane abbaia al postino.,Italian
O cachorro está latindo para o carteiro.,Portuguese
Собака лает на почтальона.,Russian
狗对着邮递员狂吠。,Chinese
犬が郵便配達員に向かって吠えている。,Japanese
Anjing itu menggonggong pada tukang pos.,Indonesian
कुत्ता डाकिये पर भौंक रहा है.,Hindi
কুকুর ডাকে ডাকছে।,Bengali
I like to read before bed.,English
Me gusta leer antes de dormir.,Spanish
J'aime lire avant de me coucher.,French
أحب القراءة قبل النوم.,Arabic
Μου αρέσει να διαβάζω πριν κοιμηθώ.,Greek
Ich lese gerne vor dem Schlafengehen.,German
Mi piace leggere prima di andare a letto.,Italian
Gosto de ler antes de dormir.,Portuguese
Я люблю читать перед сном.,Russian
我喜欢睡前读书。,Chinese
私は寝る前に読むのが好きです。,Japanese
Saya suka membaca sebelum tidur.,Indonesian
मुझे सोने से पहले पढ़ना पसंद है.,Hindi
আমি ঘুমানোর আগে পড়তে পছন্দ করি।,Bengali
The airplane is taking off.,English
El avión está despegando.,Spanish
L'avion décolle.,French
الطائرة تقلع.,Arabic
Το αεροπλάνο απογειώνεται.,Greek
Das Flugzeug hebt ab.,German
L'aereo sta decollando.,Italian
O avião está decolando.,Portuguese
Самолет взлетает.,Russian
飞机正在起飞。,Chinese
飛行機が離陸していきます。,Japanese
Pesawat lepas landas.,Indonesian
हवाई जहाज उड़ान भर रहा है.,Hindi
বিমান টেক অফ করছে।,Bengali
It's cold outside today.,English
Hace frío afuera hoy.,Spanish
Il fait froid dehors aujourd'hui.,French
الجو بارد في الخارج اليوم.,Arabic
Κάνει κρύο έξω σήμερα.,Greek
Heute ist es kalt draußen.,German
Fa freddo fuori oggi.,Italian
Está frio lá fora hoje.,Portuguese
Сегодня на улице холодно.,Russian
今天外面很冷。,Chinese
今日は外は寒いです。,Japanese
Di luar dingin hari ini.,Indonesian
आज बाहर ठंड है.,Hindi
আজ বাইরে ঠান্ডা।,Bengali
I'm going shopping later.,English
Voy de compras más tarde.,Spanish
Je vais faire du shopping plus tard.,French
سأذهب للتسوق في وقت لاحق.,Arabic
Θα πάω για ψώνια αργότερα.,Greek
Ich gehe später einkaufen.,German
Vado a fare la spesa più tardi.,Italian
Vou às compras mais tarde.,Portuguese
Я пойду за покупками позже.,Russian
我稍后要去购物。,Chinese
後で買い物に行きます。,Japanese
Aku akan berbelanja nanti.,Indonesian
मैं बाद में खरीदारी करने जा रहा हूं।,Hindi
আমি পরে শপিং করতে যাচ্ছি।,Bengali
The beach is beautiful.,English
La playa es hermosa.,Spanish
La plage est magnifique.,French
الشاطئ جميل.,Arabic
Η παραλία είναι όμορφη.,Greek
Der Strand ist wunderschön.,German
La spiaggia è bellissima.,Italian
A praia é linda.,Portuguese
Пляж красивый.,Russian
海滩很漂亮。,Chinese
ビーチは美しいです。,Japanese
Pantainya indah.,Indonesian
समुद्रतट सुन्दर है.,Hindi
সৈকত সুন্দর.,Bengali
I'm going to learn how to play the guitar.,English
Voy a aprender a tocar la guitarra.,Spanish
Je vais apprendre à jouer de la guitare.,French
سأتعلم كيفية العزف على الجيتار.,Arabic
Θα μάθω πώς να παίζω κιθάρα.,Greek
"Ich werde lernen, Gitarre zu spielen.",German
Imparerò a suonare la chitarra.,Italian
Vou aprender a tocar violão.,Portuguese
Я собираюсь научиться играть на гитаре.,Russian
我要去学习如何弹吉他。,Chinese
私はギターの弾き方を習うつもりです。,Japanese
Saya akan belajar cara bermain gitar.,Indonesian
मैं गिटार बजाना सीखने जा रहा हूं।,Hindi
আমি গিটার বাজাতে শিখতে যাচ্ছি।,Bengali
Did you water the plants?,English
¿Regaste las plantas?,Spanish
Avez-vous arrosé les plantes ?,French
هل سقي النباتات؟,Arabic
Πότισες τα φυτά;,Greek
Hast du die Pflanzen gegossen?,German
Hai annaffiato le piante?,Italian
Você regou as plantas?,Portuguese
Вы поливали растения?,Russian
你给植物浇水了吗？,Chinese
植物に水をあげましたか？,Japanese
Apakah Anda menyirami tanaman?,Indonesian
क्या आपने पौधों को पानी दिया?,Hindi
আপনি কি গাছপালা জল?,Bengali
I have a meeting tomorrow morning.,English
Tengo una reunión mañana por la mañana.,Spanish
J'ai une réunion demain matin.,French
لدي اجتماع صباح الغد.,Arabic
Έχω συνάντηση αύριο το πρωί.,Greek
Ich habe morgen früh eine Besprechung.,German
Ho una riunione domani mattina.,Italian
Tenho uma reunião amanhã de manhã.,Portuguese
Завтра утром у меня встреча.,Russian
明天早上我有一个会议。,Chinese
明日の朝、会議があります。,Japanese
Saya ada rapat besok pagi.,Indonesian
कल सुबह मेरी मीटिंग है.,Hindi
কাল সকালে আমার মিটিং আছে।,Bengali
I’m going to try a new recipe tonight.,English
Esta noche voy a probar una nueva receta.,Spanish
Je vais essayer une nouvelle recette ce soir.,French
سأجرب وصفة جديدة الليلة.,Arabic
Θα δοκιμάσω μια νέα συνταγή απόψε.,Greek
Ich werde heute Abend ein neues Rezept ausprobieren.,German
Stasera proverò una nuova ricetta.,Italian
Vou experimentar uma receita nova esta noite.,Portuguese
Сегодня вечером попробую новый рецепт.,Russian
今晚我要尝试一个新食谱。,Chinese
今夜新しいレシピを試してみます。,Japanese
Saya akan mencoba resep baru malam ini.,Indonesian
मैं आज रात एक नया नुस्खा आज़माने जा रहा हूँ।,Hindi
আমি আজ রাতে একটি নতুন রেসিপি চেষ্টা করতে যাচ্ছি।,Bengali
The neighbor’s dog is barking again.,English
El perro del vecino vuelve a ladrar.,Spanish
Le chien du voisin aboie à nouveau.,French
كلب الجيران ينبح مرة أخرى.,Arabic
Ο σκύλος του γείτονα γαβγίζει ξανά.,Greek
Der Hund des Nachbarn bellt wieder.,German
Il cane del vicino abbaia di nuovo.,Italian
O cachorro do vizinho está latindo de novo.,Portuguese
Соседская собака снова лает.,Russian
邻居家的狗又叫了。,Chinese
近所の犬がまた吠えています。,Japanese
Anjing tetangga menggonggong lagi.,Indonesian
पड़ोसी का कुत्ता फिर भौंक रहा है.,Hindi
প্রতিবেশীর কুকুর আবার ঘেউ ঘেউ করছে।,Bengali
I saw a beautiful butterfly in the garden.,English
Vi una hermosa mariposa en el jardín.,Spanish
J'ai vu un beau papillon dans le jardin.,French
رأيت فراشة جميلة في الحديقة.,Arabic
Είδα μια όμορφη πεταλούδα στον κήπο.,Greek
Ich habe einen wunderschönen Schmetterling im Garten gesehen.,German
Ho visto una bellissima farfalla nel giardino.,Italian
Eu vi uma linda borboleta no jardim.,Portuguese
Я увидел красивую бабочку в саду.,Russian
我在花园里看到一只美丽的蝴蝶。,Chinese
私は庭で美しい蝶を見ました。,Japanese
Saya melihat kupu-kupu yang cantik di taman.,Indonesian
मैंने बगीचे में एक सुंदर तितली देखी।,Hindi
বাগানে একটা সুন্দর প্রজাপতি দেখলাম।,Bengali
This song is stuck in my head.,English
Esta canción está atrapada en mi cabeza.,Spanish
Cette chanson est coincée dans ma tête.,French
هذه الأغنية عالقة في رأسي.,Arabic
Αυτό το τραγούδι έχει κολλήσει στο κεφάλι μου.,Greek
Dieses Lied bleibt in meinem Kopf hängen.,German
Questa canzone mi è rimasta in testa.,Italian
Essa música está presa na minha cabeça.,Portuguese
Эта песня застряла у меня в голове.,Russian
这首歌深深地印在我的脑海里。,Chinese
この歌が頭から離れない。,Japanese
Lagu ini melekat di kepalaku.,Indonesian
यह गाना मेरे दिमाग में बस गया है.,Hindi
এই গানটা আমার মাথায় গেঁথে আছে।,Bengali
Have you ever been to Italy?,English
¿Alguna vez has estado en Italia?,Spanish
Avez-vous déjà été en Italie?,French
هل سبق لك أن زرت إيطاليا ؟,Arabic
Έχετε πάει ποτέ στην Ιταλία;,Greek
Sind Sie jemals in Italien gewesen?,German
Sei mai stato in Italia?,Italian
Você já foi para a Itália?,Portuguese
Вы когда-нибудь были в Италии?,Russian
你以前去过意大利吗？,Chinese
イタリアに行ったことがありますか？,Japanese
Apakah Anda pernah ke Italia?,Indonesian
क्या आप कभी इटली गए हैं?,Hindi
আপনি কি কখনো ইতালিতে গেছেন?,Bengali
I'm thinking of buying a new car.,English
Estoy pensando en comprarme un coche nuevo.,Spanish
Je pense acheter une nouvelle voiture.,French
أفكر في شراء سيارة جديدة.,Arabic
Σκέφτομαι να αγοράσω καινούργιο αυτοκίνητο.,Greek
"Ich denke darüber nach, ein neues Auto zu kaufen.",German
Sto pensando di comprare una macchina nuova.,Italian
Estou pensando em comprar um carro novo.,Portuguese
Я думаю о покупке новой машины.,Russian
我正在考虑买一辆新车。,Chinese
新しい車の購入を考えています。,Japanese
Saya sedang berpikir untuk membeli mobil baru.,Indonesian
मैं एक नई कार खरीदने की सोच रहा हूं।,Hindi
আমি একটা নতুন গাড়ি কেনার কথা ভাবছি।,Bengali
The grocery store was out of my favorite cereal.,English
En el supermercado se había acabado mi cereal favorito.,Spanish
L’épicerie n’avait plus mes céréales préférées.,French
متجر البقالة كان خارج الحبوب المفضلة لدي.,Arabic
Το παντοπωλείο ήταν έξω από τα αγαπημένα μου δημητριακά.,Greek
Im Supermarkt gab es mein Lieblingsmüsli nicht mehr.,German
Il supermercato aveva finito i miei cereali preferiti.,Italian
O supermercado estava sem meu cereal favorito.,Portuguese
В продуктовом магазине закончились мои любимые хлопья.,Russian
杂货店里我最喜欢的麦片断货了。,Chinese
スーパーには私の大好きなシリアルがなくなっていました。,Japanese
Toko kelontong kehabisan sereal favorit saya.,Indonesian
किराने की दुकान में मेरा पसंदीदा अनाज ख़त्म हो गया था।,Hindi
মুদি দোকান আমার প্রিয় খাদ্যশস্য আউট ছিল.,Bengali
I'm going to bake a cake.,English
Voy a hornear un pastel.,Spanish
Je vais faire un gâteau.,French
انا ذاهب لخبز كعكة.,Arabic
Πάω να ψήσω ένα κέικ.,Greek
Ich werde einen Kuchen backen.,German
Vado a preparare una torta.,Italian
Vou fazer um bolo.,Portuguese
Я собираюсь испечь торт.,Russian
我要去烤一个蛋糕。,Chinese
ケーキを焼くつもりです。,Japanese
Aku akan membuat kue.,Indonesian
मैं केक बनाने जा रहा हूँ.,Hindi
আমি একটি কেক বেক করতে যাচ্ছি.,Bengali
I think I’ll take a nap.,English
Creo que tomaré una siesta.,Spanish
Je pense que je vais faire une sieste.,French
أعتقد أنني سوف آخذ قيلولة.,Arabic
Νομίζω ότι θα πάρω έναν υπνάκο.,Greek
"Ich glaube, ich mache ein Nickerchen.",German
Penso che farò un pisolino.,Italian
Acho que vou tirar uma soneca.,Portuguese
"Думаю, я вздремну.",Russian
我想我要小睡一下。,Chinese
昼寝をしようと思います。,Japanese
Saya pikir saya akan tidur siang.,Indonesian
मुझे लगता है मैं झपकी ले लूँगा।,Hindi
আমি মনে করি আমি একটি ঘুম নেব.,Bengali
I need to get my hair cut.,English
Necesito cortarme el pelo.,Spanish
Je dois me faire couper les cheveux.,French
أحتاج إلى قص شعري.,Arabic
Πρέπει να κόψω τα μαλλιά μου.,Greek
Ich muss mir die Haare schneiden lassen.,German
Devo tagliarmi i capelli.,Italian
Preciso cortar meu cabelo.,Portuguese
Мне нужно подстричься.,Russian
我需要剪头发。,Chinese
髪を切らなければなりません。,Japanese
Aku perlu memotong rambutku.,Indonesian
मुझे अपने बाल कटवाने हैं.,Hindi
আমার চুল কাটতে হবে।,Bengali
That's a really interesting painting.,English
Esa es una pintura realmente interesante.,Spanish
C'est une peinture vraiment intéressante.,French
هذه لوحة مثيرة للاهتمام حقًا.,Arabic
Αυτός είναι ένας πραγματικά ενδιαφέρον πίνακας.,Greek
Das ist ein wirklich interessantes Gemälde.,German
È un dipinto davvero interessante.,Italian
Essa é uma pintura realmente interessante.,Portuguese
Это действительно интересная картина.,Russian
这真是一幅有趣的画。,Chinese
本当に面白い絵ですね。,Japanese
Itu lukisan yang sangat menarik.,Indonesian
वह सचमुच एक दिलचस्प पेंटिंग है.,Hindi
এটা সত্যিই একটি আকর্ষণীয় পেইন্টিং.,Bengali
I should probably clean my room.,English
Probablemente debería limpiar mi habitación.,Spanish
Je devrais probablement nettoyer ma chambre.,French
ربما يجب أن أنظف غرفتي.,Arabic
Μάλλον πρέπει να καθαρίσω το δωμάτιό μου.,Greek
Ich sollte wahrscheinlich mein Zimmer aufräumen.,German
Probabilmente dovrei pulire la mia stanza.,Italian
Eu provavelmente deveria limpar meu quarto.,Portuguese
"Наверное, мне стоит убрать свою комнату.",Russian
我也许应该打扫我的房间。,Chinese
おそらく部屋を掃除したほうがいいでしょう。,Japanese
Aku mungkin harus membersihkan kamarku.,Indonesian
शायद मुझे अपना कमरा साफ़ करना चाहिए।,Hindi
আমার সম্ভবত আমার রুম পরিষ্কার করা উচিত।,Bengali
The traffic is moving slowly.,English
El tráfico avanza lentamente.,Spanish
La circulation avance lentement.,French
حركة المرور تتحرك ببطء.,Arabic
Η κυκλοφορία διεξάγεται με αργό ρυθμό.,Greek
Der Verkehr bewegt sich langsam.,German
Il traffico si muove lentamente.,Italian
O tráfego está se movendo lentamente.,Portuguese
Транспорт движется медленно.,Russian
交通正在缓慢行驶。,Chinese
交通の流れはゆっくりです。,Japanese
Lalu lintas bergerak lambat.,Indonesian
ट्रैफिक धीरे-धीरे चल रहा है.,Hindi
ধীরগতিতে চলছে যান চলাচল।,Bengali
Did you see that shooting star?,English
¿Viste esa estrella fugaz?,Spanish
Avez-vous vu cette étoile filante ?,French
هل رأيت هذا النجم؟,Arabic
Είδες εκείνο το πεφταστέρι;,Greek
Hast du die Sternschnuppe gesehen?,German
Hai visto quella stella cadente?,Italian
Você viu aquela estrela cadente?,Portuguese
Вы видели ту падающую звезду?,Russian
你看到那颗流星了吗？,Chinese
あの流れ星を見ましたか？,Japanese
Apakah Anda melihat bintang jatuh itu?,Indonesian
क्या आपने वह टूटता तारा देखा?,Hindi
আপনি কি সেই শুটিং তারকা দেখেছেন?,Bengali
I'm going to the gym after work.,English
Voy al gimnasio después del trabajo.,Spanish
Je vais à la salle de sport après le travail.,French
سأذهب إلى صالة الألعاب الرياضية بعد العمل.,Arabic
Πάω στο γυμναστήριο μετά τη δουλειά.,Greek
Ich gehe nach der Arbeit ins Fitnessstudio.,German
Vado in palestra dopo il lavoro.,Italian
Vou para a academia depois do trabalho.,Portuguese
Я иду в спортзал после работы.,Russian
下班后我要去健身房。,Chinese
仕事が終わったらジムに行きます。,Japanese
Saya pergi ke gym setelah bekerja.,Indonesian
मैं काम के बाद जिम जा रहा हूं।,Hindi
আমি কাজ শেষে জিমে যাচ্ছি।,Bengali
I'm looking for a new job.,English
Estoy buscando un nuevo trabajo.,Spanish
Je recherche un nouvel emploi.,French
أنا أبحث عن وظيفة جديدة.,Arabic
Ψάχνω για νέα δουλειά.,Greek
Ich suche einen neuen Job.,German
Sto cercando un nuovo lavoro.,Italian
Estou procurando um novo emprego.,Portuguese
Я ищу новую работу.,Russian
我正在寻找新工作。,Chinese
新しい仕事を探しています。,Japanese
Saya sedang mencari pekerjaan baru.,Indonesian
मैं नई नौकरी की तलाश में हूं.,Hindi
আমি একটি নতুন কাজ খুঁজছি.,Bengali
Did you get the email I sent you?,English
¿Recibiste el correo electrónico que te envié?,Spanish
Avez-vous reçu l'e-mail que je vous ai envoyé ?,French
هل حصلت على البريد الإلكتروني الذي أرسلته لك؟,Arabic
Πήρες το email που σου έστειλα;,Greek
"Hast du die E-Mail erhalten, die ich dir geschickt habe?",German
Hai ricevuto l'e-mail che ti ho inviato?,Italian
Você recebeu o e-mail que te enviei?,Portuguese
"Вы получили письмо, которое я вам отправил?",Russian
你收到我发给你的电子邮件了吗？,Chinese
私が送ったメールは届きましたか？,Japanese
Apakah Anda mendapatkan email yang saya kirimkan kepada Anda?,Indonesian
क्या आपको वह ईमेल मिला जो मैंने आपको भेजा था?,Hindi
আমি আপনাকে যে ইমেল পাঠিয়েছি আপনি কি পেয়েছেন?,Bengali
I’m going to volunteer at the animal shelter this weekend.,English
Este fin de semana seré voluntario en el refugio de animales.,Spanish
Je vais faire du bénévolat au refuge pour animaux ce week-end.,French
سأتطوع في ملجأ الحيوانات في نهاية هذا الأسبوع.,Arabic
Θα πάω εθελοντικά στο καταφύγιο ζώων αυτό το Σαββατοκύριακο.,Greek
Ich werde dieses Wochenende ehrenamtlich im Tierheim arbeiten.,German
Questo fine settimana farò volontariato al rifugio per animali.,Italian
Vou ser voluntário no abrigo de animais neste fim de semana.,Portuguese
На этих выходных я собираюсь поработать волонтером в приюте для животных.,Russian
这个周末我要去动物收容所做志愿者。,Chinese
今週末、動物保護施設でボランティアをするつもりです。,Japanese
Saya akan menjadi sukarelawan di penampungan hewan akhir pekan ini.,Indonesian
मैं इस सप्ताह के अंत में पशु आश्रय में स्वयंसेवा करने जा रहा हूँ।,Hindi
আমি এই সপ্তাহান্তে পশুর আশ্রয়ে স্বেচ্ছাসেবক হতে যাচ্ছি।,Bengali
The library has a great selection of books.,English
La biblioteca tiene una gran selección de libros.,Spanish
La bibliothèque possède une grande sélection de livres.,French
تحتوي المكتبة على مجموعة كبيرة من الكتب.,Arabic
Η βιβλιοθήκη έχει μεγάλη ποικιλία βιβλίων.,Greek
Die Bibliothek verfügt über eine große Auswahl an Büchern.,German
La biblioteca ha un'ottima selezione di libri.,Italian
A biblioteca possui uma grande seleção de livros.,Portuguese
В библиотеке большой выбор книг.,Russian
图书馆藏书丰富。,Chinese
図書館には豊富な書籍が揃っています。,Japanese
Perpustakaan memiliki banyak pilihan buku.,Indonesian
पुस्तकालय में पुस्तकों का बहुत अच्छा चयन है।,Hindi
লাইব্রেরিতে বইয়ের একটি দুর্দান্ত নির্বাচন রয়েছে।,Bengali
I think I locked myself out of the house.,English
Creo que me quedé fuera de casa.,Spanish
Je pense que je me suis enfermé hors de la maison.,French
أعتقد أنني أغلقت نفسي خارج المنزل.,Arabic
Νομίζω ότι κλειδώθηκα έξω από το σπίτι.,Greek
"Ich glaube, ich habe mich aus dem Haus ausgesperrt.",German
Penso di essermi chiuso fuori di casa.,Italian
Acho que me tranquei fora de casa.,Portuguese
"Кажется, я заперся вне дома.",Russian
我想我把自己锁在屋外了。,Chinese
家から閉め出したのだと思います。,Japanese
Sepertinya aku mengunci diri di luar rumah.,Indonesian
मुझे लगता है कि मैंने खुद को घर से बाहर बंद कर लिया है।,Hindi
আমার মনে হয় আমি নিজেকে ঘর থেকে বন্ধ করে রেখেছি।,Bengali
I'm going to take a photography class.,English
Voy a tomar una clase de fotografía.,Spanish
Je vais suivre un cours de photographie.,French
سأذهب لأخذ دروس التصوير الفوتوغرافي.,Arabic
Πάω να κάνω μάθημα φωτογραφίας.,Greek
Ich werde einen Fotokurs belegen.,German
Vado a seguire un corso di fotografia.,Italian
Vou fazer um curso de fotografia.,Portuguese
Я собираюсь пойти на урок фотографии.,Russian
我要去上摄影课。,Chinese
写真教室に通うつもりです。,Japanese
Saya akan mengambil kelas fotografi.,Indonesian
मैं एक फोटोग्राफी क्लास लेने जा रहा हूँ।,Hindi
আমি একটি ফটোগ্রাফি ক্লাস নিতে যাচ্ছি.,Bengali
The store is having a sale.,English
La tienda está de rebajas.,Spanish
Le magasin fait des soldes.,French
المتجر لديه عملية بيع.,Arabic
Το κατάστημα έχει εκπτώσεις.,Greek
Im Laden findet ein Ausverkauf statt.,German
Il negozio sta effettuando dei saldi.,Italian
A loja está em liquidação.,Portuguese
В магазине проходит распродажа.,Russian
商店正在促销。,Chinese
店内ではセールを行っております。,Japanese
Toko sedang mengadakan obral.,Indonesian
दुकान पर बिक्री चल रही है.,Hindi
দোকান একটি বিক্রি হচ্ছে.,Bengali
I love the smell of freshly cut grass.,English
Me encanta el olor a hierba recién cortada.,Spanish
J'aime l'odeur de l'herbe fraîchement coupée.,French
أنا أحب رائحة العشب المقطوع حديثًا.,Arabic
Λατρεύω τη μυρωδιά του φρεσκοκομμένου χόρτου.,Greek
Ich liebe den Geruch von frisch geschnittenem Gras.,German
Adoro il profumo dell'erba appena tagliata.,Italian
Adoro o cheiro de grama recém cortada.,Portuguese
Обожаю запах свежескошенной травы.,Russian
我喜欢刚割下的青草的味道。,Chinese
刈りたての草の香りが大好きです。,Japanese
Saya suka aroma rumput yang baru dipotong.,Indonesian
मुझे ताज़ी कटी घास की गंध बहुत पसंद है।,Hindi
আমি সদ্য কাটা ঘাসের গন্ধ ভালোবাসি।,Bengali
